Row_Index,Actual_Types,LLM_Prediction,LLM_Exact_Match,LLM_Any_Match,SLM_Prediction,SLM_Exact_Match,SLM_Any_Match,FineTuned_SLM_Prediction,FineTuned_SLM_Exact_Match,FineTuned_SLM_Any_Match
222,"['refactor', 'docs', 'test', 'ci']","['feat', 'docs', 'test', 'ci']",False,True,"['feat', 'docs', 'test', 'ci', 'build']",False,True,"['fix', 'docs', 'test', 'ci']",False,True
223,"['docs', 'refactor', 'test', 'fix']","['docs', 'refactor', 'test', 'fix']",True,True,"['docs', 'refactor', 'build']",False,True,"['docs', 'refactor', 'fix', 'fix']",False,True
224,"['test', 'docs', 'build', 'ci']","['test', 'docs', 'build', 'ci']",True,True,"['test', 'docs', 'build', 'ci', 'feat']",False,True,"['test', 'docs', 'build']",False,True
225,"['fix', 'refactor', 'docs', 'test']","['fix', 'refactor', 'test', 'docs']",True,True,"['refactor', 'test', 'ci', 'build', 'docs']",False,True,"['fix', 'refactor', 'docs', 'test']",True,True
226,"['refactor', 'ci', 'docs', 'build']","['feat', 'ci', 'docs', 'build']",False,True,"['feat', 'docs', 'build', 'ci']",False,True,"['fix', 'ci', 'docs', 'build']",False,True
227,"['ci', 'build', 'test', 'fix']","['ci', 'build', 'test', 'feat']",False,True,"['ci', 'test', 'feat', 'docs', 'refactor']",False,True,"['ci', 'build', 'test', 'feat']",False,True
228,"['ci', 'build', 'feat', 'fix']","['ci', 'build', 'feat', 'fix']",True,True,"['ci', 'docs', 'refactor', 'test']",False,True,"['ci', 'build', 'feat', 'fix']",True,True
229,"['test', 'build', 'fix', 'feat']","['test', 'build', 'fix', 'feat']",True,True,"['test', 'build', 'ci', 'refactor']",False,True,"['test', 'build', 'fix', 'refactor']",False,True
230,"['fix', 'docs', 'test', 'refactor']","['refactor', 'docs', 'test', 'fix']",True,True,"['fix', 'feat', 'test', 'refactor']",False,True,"['fix', 'docs', 'test', 'refactor']",True,True
231,"['ci', 'docs', 'build', 'feat']","['ci', 'docs', 'fix', 'refactor', 'feat']",False,True,"['ci', 'feat', 'refactor', 'test']",False,True,"['ci', 'feat', 'fix', 'feat']",False,True
232,"['fix', 'test', 'feat', 'docs']","['fix', 'test', 'refactor', 'docs']",False,True,"['feat', 'fix', 'test', 'refactor', 'docs']",False,True,"['test', 'docs']",False,True
233,"['ci', 'fix', 'test', 'docs']","['ci', 'fix', 'test', 'docs']",True,True,"['ci', 'test', 'refactor']",False,True,"['ci', 'fix', 'test', 'docs']",True,True
234,"['feat', 'ci', 'refactor', 'fix']","['feat', 'refactor', 'ci']",False,True,"['feat', 'refactor', 'ci', 'build', 'docs', 'test']",False,True,"['feat', 'build', 'refactor', 'fix']",False,True
235,"['refactor', 'feat', 'docs', 'build']","['feat', 'refactor', 'docs', 'build']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'test', 'docs', 'build']",False,True
236,"['build', 'test', 'ci', 'refactor']","['build', 'ci', 'test', 'feat', 'fix']",False,True,"['build', 'test', 'refactor', 'ci', 'docs']",False,True,"['build', 'test', 'build', 'feat']",False,True
237,"['build', 'docs', 'feat', 'fix']","['build', 'docs', 'feat', 'refactor']",False,True,"['build', 'docs', 'feat', 'refactor', 'test']",False,True,"['build', 'docs', 'fix', 'refactor']",False,True
238,"['build', 'test', 'ci', 'feat']","['build', 'test', 'ci', 'feat', 'refactor']",False,True,"['build', 'test', 'ci', 'refactor', 'feat']",False,True,"['build', 'build', 'test', 'ci', 'refactor']",False,True
239,"['fix', 'build', 'docs', 'refactor']","['fix', 'build', 'docs', 'refactor']",True,True,"['refactor', 'build', 'docs', 'test', 'ci']",False,True,"['fix', 'build', 'docs', 'refactor']",True,True
240,"['fix', 'feat', 'docs', 'ci']","['fix', 'feat', 'docs', 'ci']",True,True,"['refactor', 'feat', 'docs', 'test', 'ci']",False,True,"['fix', 'feat', 'docs', 'ci']",True,True
241,"['docs', 'fix', 'feat', 'refactor']","['docs', 'fix', 'feat', 'refactor']",True,True,"['fix', 'feat', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'fix', 'feat', 'refactor']",True,True
242,"['fix', 'build', 'feat', 'ci']","['fix', 'feat', 'build', 'ci']",True,True,"['feat', 'build', 'refactor', 'ci', 'docs']",False,True,"['feat', 'fix', 'feat', 'build']",False,True
243,"['feat', 'refactor', 'test', 'build']","['feat', 'refactor', 'test', 'build']",True,True,"['feat', 'refactor', 'fix', 'build']",False,True,"['fix', 'refactor', 'test']",False,True
244,"['build', 'test', 'ci', 'fix']","['build', 'test', 'ci', 'fix', 'refactor']",False,True,"['build', 'test', 'fix', 'refactor', 'ci']",False,True,"['build', 'test', 'ci', 'fix']",True,True
245,"['docs', 'feat', 'build', 'ci']","['docs', 'refactor', 'feat', 'build', 'ci']",False,True,"['feat', 'build', 'test', 'refactor']",False,True,"['docs', 'feat', 'build', 'ci']",True,True
246,"['docs', 'refactor', 'ci', 'build']","['docs', 'feat', 'ci', 'build']",False,True,"['docs', 'feat', 'build', 'ci', 'test']",False,True,"['docs', 'feat', 'fix', 'build', 'build']",False,True
247,"['refactor', 'ci', 'fix', 'docs']","['feat', 'ci', 'docs', 'refactor']",False,True,"['feat', 'build', 'refactor', 'docs']",False,True,"['build', 'ci', 'fix', 'docs']",False,True
248,"['test', 'ci', 'docs', 'feat']","['test', 'ci', 'docs', 'feat']",True,True,"['test', 'ci', 'docs', 'feat']",True,True,"['test', 'ci', 'docs', 'feat']",True,True
249,"['refactor', 'fix', 'test', 'feat']","['refactor', 'feat', 'test']",False,True,"['feat', 'fix', 'refactor', 'test', 'ci', 'build']",False,True,"['refactor', 'feat', 'test', 'fix']",True,True
250,"['docs', 'feat', 'ci', 'refactor']","['docs', 'ci', 'feat']",False,True,"['feat', 'refactor', 'ci', 'build', 'test', 'docs']",False,True,"['build', 'feat', 'build', 'docs']",False,True
251,"['refactor', 'feat', 'docs', 'ci']","['refactor', 'feat', 'ci']",False,True,"['refactor', 'ci', 'build']",False,True,"['refactor', 'fix', 'ci', 'docs']",False,True
252,"['docs', 'ci', 'refactor', 'test']","['docs', 'ci', 'refactor', 'test']",True,True,"['docs', 'ci', 'build', 'test', 'refactor']",False,True,"['docs', 'refactor', 'fix', 'test']",False,True
253,"['test', 'docs', 'ci', 'fix']","['test', 'docs', 'ci', 'fix']",True,True,"['test', 'ci', 'fix', 'refactor']",False,True,"['test', 'fix']",False,True
254,"['ci', 'refactor', 'test', 'docs']","['ci', 'refactor', 'test', 'build', 'docs', 'feat']",False,True,"['ci', 'test', 'docs', 'refactor']",True,True,"['ci', 'refactor', 'test', 'docs']",True,True
255,"['docs', 'feat', 'test', 'build']","['docs', 'feat', 'test', 'build']",True,True,"['feat', 'fix', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'feat', 'test', 'build']",True,True
256,"['refactor', 'feat', 'test', 'fix']","['refactor', 'fix', 'test']",False,True,"['refactor', 'test', 'ci', 'build', 'feat', 'fix', 'docs']",False,True,"['refactor', 'fix', 'test', 'feat']",True,True
257,"['build', 'ci', 'fix', 'refactor']","['build', 'ci', 'fix', 'feat', 'docs']",False,True,"['build', 'ci', 'docs', 'feat', 'refactor', 'test']",False,True,"['build', 'ci', 'fix', 'feat']",False,True
258,"['test', 'refactor', 'docs', 'feat']","['test', 'feat', 'docs', 'build']",False,True,"['feat', 'test', 'docs', 'ci', 'build', 'refactor', 'fix']",False,True,"['test', 'fix', 'docs', 'refactor']",False,True
259,"['build', 'refactor', 'fix', 'ci']","['build', 'docs', 'refactor', 'ci']",False,True,"['build', 'ci', 'refactor', 'test']",False,True,"['build', 'docs', 'fix', 'ci']",False,True
260,"['feat', 'test', 'refactor', 'ci']","['refactor', 'test', 'feat', 'ci']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['fix', 'test', 'feat', 'build']",False,True
261,"['docs', 'fix', 'test', 'refactor']","['docs', 'test', 'refactor']",False,True,"['fix', 'refactor', 'ci', 'test', 'docs', 'build']",False,True,"['docs', 'fix', 'test', 'refactor']",True,True
262,"['refactor', 'fix', 'docs', 'ci']","['refactor', 'fix', 'docs', 'ci']",True,True,"['fix', 'refactor', 'ci', 'build']",False,True,"['test', 'docs', 'build', 'fix']",False,True
263,"['fix', 'build', 'ci', 'test']","['refactor', 'fix', 'build', 'ci', 'test']",False,True,"['fix', 'build', 'test', 'ci', 'refactor', 'docs']",False,True,"['docs', 'build', 'refactor', 'test']",False,True
264,"['build', 'fix', 'ci', 'docs']","['build', 'ci', 'docs', 'refactor', 'fix']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",False,True,"['build', 'docs', 'test', 'fix']",False,True
265,"['ci', 'refactor', 'fix', 'docs']","['ci', 'refactor', 'fix', 'docs']",True,True,"['ci', 'refactor', 'docs']",False,True,"['build', 'refactor', 'docs', 'docs']",False,True
266,"['fix', 'ci', 'docs', 'refactor']","['fix', 'docs', 'ci', 'refactor']",True,True,"['feat', 'fix', 'docs', 'refactor', 'ci', 'build']",False,True,"['fix', 'build', 'docs', 'refactor']",False,True
267,"['fix', 'feat', 'build', 'docs']","['fix', 'feat', 'build', 'docs']",True,True,"['feat', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,"['fix', 'feat', 'build', 'docs']",True,True
268,"['build', 'ci', 'test', 'feat']","['build', 'ci', 'test', 'fix', 'feat']",False,True,"['feat', 'build', 'test', 'ci', 'refactor']",False,True,"['build', 'docs', 'fix', 'feat']",False,True
269,"['ci', 'docs', 'feat', 'test']","['ci', 'feat', 'test', 'docs']",True,True,"['ci', 'feat', 'refactor', 'test']",False,True,"['ci', 'fix', 'feat', 'test']",False,True
270,"['refactor', 'docs', 'ci', 'test']","['refactor', 'docs', 'ci', 'test']",True,True,"['refactor', 'docs', 'ci', 'test']",True,True,"['refactor', 'docs', 'ci', 'build']",False,True
271,"['docs', 'refactor', 'test', 'fix']","['docs', 'test', 'refactor', 'fix']",True,True,"['fix', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,"['docs', 'refactor', 'test', 'fix']",True,True
272,"['ci', 'docs', 'refactor', 'test']","['ci', 'docs', 'refactor', 'test']",True,True,"['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'refactor', 'test']",True,True
273,"['fix', 'docs', 'ci', 'feat']","['fix', 'docs', 'ci', 'feat']",True,True,"['fix', 'refactor', 'ci', 'feat']",False,True,"['fix', 'docs', 'build', 'feat']",False,True
274,"['docs', 'test', 'build', 'feat']","['docs', 'test', 'build', 'feat']",True,True,"['fix', 'feat', 'docs', 'test', 'ci', 'build']",False,True,"['docs', 'test', 'feat']",False,True
275,"['docs', 'refactor', 'test', 'fix']","['docs', 'test', 'fix']",False,True,"['docs', 'refactor', 'test', 'build']",False,True,"['docs', 'refactor', 'test', 'fix']",True,True
276,"['test', 'feat', 'docs', 'ci']","['test', 'feat', 'docs', 'ci']",True,True,"['test', 'feat', 'docs', 'build']",False,True,"['test', 'docs', 'docs', 'ci']",False,True
277,"['refactor', 'build', 'feat', 'docs']","['feat', 'build', 'docs']",False,True,"['feat', 'build', 'refactor']",False,True,"['test', 'fix', 'feat', 'docs']",False,True
278,"['build', 'fix', 'test', 'feat']","['build', 'test', 'fix', 'feat']",True,True,"['build', 'ci', 'docs', 'feat', 'fix', 'refactor', 'test']",False,True,"['build', 'fix', 'test', 'feat']",True,True
279,"['refactor', 'ci', 'docs', 'build']","['refactor', 'build', 'docs', 'ci']",True,True,"['feat', 'docs', 'build', 'test', 'ci', 'refactor', 'fix']",False,True,"['refactor', 'ci', 'docs', 'build']",True,True
280,"['fix', 'docs', 'refactor', 'ci', 'test']","['fix', 'docs', 'feat', 'ci', 'test']",False,True,"['fix', 'docs', 'feat', 'ci', 'test']",False,True,"['docs', 'fix', 'feat', 'build', 'test']",False,True
281,"['test', 'docs', 'refactor', 'build', 'feat']","['test', 'docs', 'refactor', 'build', 'feat']",True,True,"['test', 'feat', 'docs', 'build', 'refactor']",True,True,"['test', 'refactor', 'docs']",False,True
282,"['test', 'ci', 'fix', 'build', 'refactor']","['test', 'ci', 'build', 'refactor']",False,True,"['test', 'ci', 'refactor', 'docs']",False,True,"['test', 'ci', 'docs', 'build', 'refactor']",False,True
283,"['ci', 'refactor', 'build', 'test', 'fix']","['ci', 'refactor', 'fix']",False,True,"['ci', 'test', 'refactor', 'fix', 'feat']",False,True,"['ci', 'fix', 'build', 'test', 'feat']",False,True
284,"['build', 'fix', 'feat', 'refactor', 'docs']","['refactor', 'docs', 'feat']",False,True,"['refactor', 'docs']",False,True,"['refactor', 'fix', 'feat', 'feat', 'docs']",False,True
285,"['docs', 'test', 'build', 'fix', 'feat']","['docs', 'test', 'build', 'fix', 'feat']",True,True,"['docs', 'test', 'build', 'refactor', 'feat']",False,True,"['docs', 'test', 'build', 'fix', 'feat']",True,True
286,"['ci', 'build', 'fix', 'test', 'feat']","['ci', 'build', 'fix', 'test', 'feat']",True,True,"['ci', 'build', 'test', 'refactor']",False,True,"['ci', 'build', 'fix', 'test', 'feat']",True,True
287,"['fix', 'test', 'build', 'ci', 'refactor']","['fix', 'test', 'build', 'ci', 'refactor']",True,True,"['feat', 'fix', 'refactor', 'test', 'ci', 'build']",False,True,"['fix', 'test', 'docs', 'refactor']",False,True
288,"['docs', 'ci', 'refactor', 'test', 'fix']","['docs', 'ci', 'feat', 'fix']",False,True,"['fix', 'refactor', 'ci', 'docs', 'test', 'build']",False,True,"['docs', 'ci', 'feat', 'test', 'refactor']",False,True
289,"['refactor', 'docs', 'build', 'feat', 'fix']","['refactor', 'docs', 'build', 'feat']",False,True,"['refactor', 'docs', 'build', 'ci', 'test']",False,True,"['refactor', 'docs', 'build', 'feat', 'feat']",False,True
290,"['feat', 'build', 'fix', 'ci', 'test']","['feat', 'fix', 'refactor', 'build', 'ci', 'test']",False,True,"['feat', 'build', 'refactor', 'ci', 'test']",False,True,"['feat', 'build', 'fix', 'ci', 'test']",True,True
291,"['ci', 'refactor', 'test', 'feat', 'fix']","['ci', 'fix', 'build', 'refactor', 'feat']",False,True,"['ci', 'test', 'refactor', 'feat', 'docs']",False,True,['ci'],False,True
292,"['build', 'refactor', 'ci', 'docs', 'fix']","['build', 'ci', 'docs', 'feat', 'fix']",False,True,"['build', 'feat', 'refactor', 'ci', 'docs', 'test']",False,True,"['build', 'fix', 'feat', 'ci', 'docs']",False,True
293,"['docs', 'ci', 'refactor', 'build', 'feat']","['docs', 'ci', 'refactor', 'feat', 'fix']",False,True,"['fix', 'feat', 'docs', 'ci', 'build', 'refactor']",False,True,"['docs', 'ci', 'feat', 'build', 'feat']",False,True
294,"['test', 'feat', 'refactor', 'fix', 'docs']","['test', 'feat', 'refactor', 'fix', 'docs']",True,True,"['test', 'refactor', 'build', 'feat', 'ci', 'docs']",False,True,"['test', 'feat', 'refactor', 'fix', 'docs']",True,True
295,"['docs', 'build', 'ci', 'fix', 'test']","['docs', 'build', 'ci', 'refactor', 'test', 'fix']",False,True,"['docs', 'ci', 'test', 'build', 'feat']",False,True,"['docs', 'fix', 'ci', 'build', 'test', 'feat']",False,True
296,"['refactor', 'ci', 'docs', 'test', 'build']","['refactor', 'ci', 'docs', 'test', 'build']",True,True,"['refactor', 'ci', 'test', 'build']",False,True,"['refactor', 'ci', 'fix', 'build']",False,True
297,"['test', 'feat', 'ci', 'refactor', 'fix']","['test', 'ci', 'fix', 'refactor']",False,True,"['test', 'refactor', 'ci', 'build']",False,True,"['test', 'fix', 'ci', 'refactor', 'fix']",False,True
298,"['build', 'fix', 'ci', 'refactor', 'docs']","['build', 'fix', 'ci', 'refactor', 'test', 'docs']",False,True,"['build', 'ci', 'refactor', 'test']",False,True,"['build', 'refactor', 'ci', 'test', 'docs']",False,True
299,"['build', 'docs', 'ci', 'test', 'feat']","['fix', 'docs', 'ci', 'test', 'feat']",False,True,"['feat', 'fix', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,"['build', 'docs', 'fix', 'test', 'feat']",False,True
300,"['feat', 'fix', 'refactor', 'build', 'test']","['feat', 'fix', 'refactor', 'test']",False,True,"['feat', 'refactor', 'test', 'ci', 'build']",False,True,"['feat', 'fix', 'refactor', 'docs', 'build', 'test']",False,True
301,"['refactor', 'build', 'ci', 'docs', 'test']","['refactor', 'build', 'ci', 'docs', 'test']",True,True,"['refactor', 'ci', 'build', 'docs', 'test']",True,True,"['refactor', 'build', 'ci', 'docs', 'test']",True,True
302,"['build', 'test', 'refactor', 'ci', 'fix']","['build', 'test', 'ci', 'fix', 'refactor']",True,True,"['build', 'test', 'ci', 'refactor', 'fix']",True,True,"['build', 'test', 'refactor', 'ci', 'fix']",True,True
303,"['build', 'docs', 'ci', 'test', 'fix']","['build', 'ci', 'docs', 'test', 'refactor', 'fix']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor']",False,True,"['build', 'ci', 'fix', 'build', 'test', 'feat']",False,True
304,"['fix', 'ci', 'feat', 'build', 'refactor']","['feat', 'ci', 'build', 'refactor']",False,True,"['feat', 'refactor', 'ci', 'build', 'test', 'docs']",False,True,"['feat', 'ci', 'refactor', 'test']",False,True
305,"['fix', 'build', 'refactor', 'feat', 'test']","['refactor', 'fix', 'feat', 'build', 'test']",True,True,"['fix', 'refactor', 'ci', 'build', 'feat']",False,True,"['refactor', 'docs', 'fix', 'feat', 'test']",False,True
306,"['fix', 'test', 'feat', 'docs', 'build']","['feat', 'test', 'docs', 'build', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['fix', 'test', 'feat', 'docs', 'build']",True,True
307,"['test', 'docs', 'feat', 'build', 'fix']","['build', 'docs', 'test', 'feat', 'fix']",True,True,"['test', 'feat', 'docs', 'build', 'ci']",False,True,"['test', 'docs', 'feat', 'build', 'fix']",True,True
308,"['docs', 'feat', 'build', 'refactor', 'test']","['docs', 'feat', 'build', 'test']",False,True,"['feat', 'ci', 'test', 'docs', 'refactor']",False,True,"['docs', 'feat', 'build', 'refactor', 'test']",True,True
309,"['fix', 'feat', 'test', 'refactor', 'build']","['fix', 'feat', 'test', 'refactor', 'build']",True,True,"['feat', 'fix', 'refactor', 'test', 'ci', 'build']",False,True,"['fix', 'feat', 'test', 'refactor', 'build']",True,True
310,"['fix', 'build', 'refactor', 'test', 'docs']","['fix', 'build', 'test', 'refactor', 'docs']",True,True,"['build', 'ci', 'docs', 'feat', 'fix', 'refactor', 'test']",False,True,"['fix', 'build', 'refactor', 'test', 'ci']",False,True
311,"['fix', 'ci', 'docs', 'build', 'feat']","['fix', 'ci', 'docs', 'build', 'feat']",True,True,"['feat', 'build', 'docs', 'refactor', 'test']",False,True,"['fix', 'ci', 'docs', 'build', 'feat']",True,True
312,"['feat', 'build', 'refactor', 'docs', 'fix']","['feat', 'fix', 'build', 'docs']",False,True,"['feat', 'fix', 'refactor', 'build']",False,True,"['feat', 'build', 'feat', 'docs', 'fix']",False,True
313,"['test', 'docs', 'refactor', 'ci', 'feat']","['test', 'docs', 'refactor', 'ci', 'feat']",True,True,"['feat', 'test', 'ci', 'docs', 'refactor', 'build']",False,True,"['test', 'fix', 'refactor', 'ci', 'feat']",False,True
314,"['build', 'docs', 'fix', 'test', 'refactor']","['build', 'docs', 'refactor', 'fix', 'test']",True,True,"['build', 'feat', 'fix', 'refactor', 'test']",False,True,"['build', 'feat', 'fix', 'docs']",False,True
315,"['build', 'ci', 'docs', 'test', 'refactor']","['build', 'ci', 'docs', 'test', 'refactor']",True,True,"['build', 'ci', 'fix', 'test', 'docs']",False,True,"['build', 'ci', 'docs', 'test', 'refactor']",True,True
316,"['build', 'ci', 'docs', 'refactor', 'fix']","['build', 'ci', 'docs', 'fix', 'refactor']",True,True,"['feat', 'docs', 'build', 'refactor', 'fix']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor']",True,True
317,"['test', 'docs', 'fix', 'feat', 'build']","['test', 'docs', 'fix', 'feat', 'build']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['test', 'docs', 'fix', 'feat', 'build']",True,True
318,"['refactor', 'ci', 'test', 'build', 'feat']","['refactor', 'ci', 'test', 'build', 'feat']",True,True,"['refactor', 'ci', 'test', 'build', 'feat']",True,True,"['refactor', 'ci', 'test', 'build', 'feat']",True,True
319,"['refactor', 'feat', 'build', 'fix', 'test']","['refactor', 'feat', 'fix', 'build', 'test']",True,True,"['refactor', 'test', 'ci', 'build', 'feat']",False,True,"['refactor', 'feat', 'build', 'fix', 'test']",True,True
320,"['refactor', 'test', 'docs', 'feat', 'ci']","['refactor', 'test', 'docs', 'feat', 'build', 'ci']",False,True,"['refactor', 'test', 'ci', 'docs']",False,True,"['refactor', 'test', 'docs', 'feat', 'ci']",True,True
321,"['test', 'ci', 'refactor', 'feat', 'fix']","['test', 'ci', 'build', 'feat', 'fix', 'refactor']",False,True,"['feat', 'ci', 'refactor', 'test', 'build']",False,True,"['test', 'ci', 'refactor', 'feat', 'fix']",True,True
322,"['ci', 'refactor', 'docs', 'fix', 'feat']","['ci', 'feat', 'fix', 'refactor']",False,True,"['ci', 'docs', 'feat', 'fix', 'refactor', 'test']",False,True,"['ci', 'feat', 'fix', 'docs', 'build', 'feat']",False,True
323,"['docs', 'refactor', 'fix', 'test', 'build']","['docs', 'refactor', 'fix', 'test', 'build']",True,True,"['fix', 'refactor', 'test', 'ci', 'build']",False,True,"['docs', 'refactor', 'fix', 'test', 'build']",True,True
324,"['test', 'ci', 'fix', 'docs', 'refactor']","['test', 'ci', 'docs', 'fix', 'refactor']",True,True,"['test', 'ci', 'feat', 'docs', 'refactor']",False,True,"['test', 'ci', 'fix', 'docs', 'refactor']",True,True
325,"['build', 'ci', 'test', 'docs', 'feat']","['build', 'ci', 'test', 'docs', 'feat']",True,True,"['feat', 'fix', 'refactor', 'ci', 'build', 'docs', 'test']",False,True,"['build', 'docs', 'ci', 'test', 'feat']",True,True
326,"['refactor', 'feat', 'test', 'fix', 'ci']","['feat', 'fix', 'test', 'refactor', 'ci']",True,True,"['feat', 'refactor', 'test', 'ci']",False,True,"['feat', 'fix', 'test', 'refactor', 'ci']",True,True
327,"['ci', 'docs', 'refactor', 'build', 'test']","['ci', 'test', 'refactor', 'build']",False,True,"['ci', 'fix', 'refactor', 'test']",False,True,"['ci', 'fix', 'refactor', 'build', 'test']",False,True
328,"['build', 'docs', 'refactor', 'test', 'feat']","['build', 'docs', 'test', 'refactor', 'feat']",True,True,"['build', 'docs', 'feat', 'refactor', 'test']",True,True,"['build', 'docs', 'refactor', 'test', 'feat']",True,True
329,"['ci', 'feat', 'fix', 'docs', 'test']","['ci', 'feat', 'fix', 'docs', 'test']",True,True,"['ci', 'feat', 'fix', 'test', 'docs']",True,True,"['ci', 'feat', 'fix', 'docs', 'test']",True,True
330,"['feat', 'build', 'test', 'docs', 'fix']","['feat', 'refactor', 'test', 'docs']",False,True,"['feat', 'build', 'test', 'refactor', 'docs']",False,True,"['test', 'build', 'fix', 'refactor']",False,True
331,"['build', 'docs', 'test', 'fix', 'ci']","['refactor', 'docs', 'test', 'feat', 'ci']",False,True,"['refactor', 'docs', 'build', 'test', 'ci']",False,True,"['build', 'docs', 'test', 'feat', 'fix']",False,True
332,"['feat', 'fix', 'ci', 'docs', 'test']","['feat', 'refactor', 'build', 'ci', 'docs', 'test', 'fix']",False,True,"['feat', 'fix', 'refactor', 'ci', 'build', 'test', 'docs']",False,True,"['feat', 'build', 'ci', 'docs', 'test']",False,True
333,"['feat', 'refactor', 'build', 'fix', 'docs']","['feat', 'fix', 'build', 'docs']",False,True,"['feat', 'refactor', 'ci', 'build', 'test', 'docs']",False,True,"['feat', 'refactor', 'build', 'fix', 'docs']",True,True
334,"['test', 'build', 'feat', 'fix', 'docs']","['test', 'build', 'refactor', 'fix', 'docs']",False,True,"['test', 'refactor', 'build', 'feat', 'docs']",False,True,"['test', 'build', 'fix', 'docs', 'docs']",False,True
335,"['fix', 'feat', 'test', 'ci', 'docs']","['fix', 'build', 'refactor', 'test', 'ci', 'docs', 'feat']",False,True,"['feat', 'refactor', 'test', 'ci', 'docs', 'build']",False,True,"['fix', 'feat', 'test', 'ci', 'refactor']",False,True
336,"['test', 'refactor', 'ci', 'build', 'fix']","['test', 'refactor', 'ci', 'build', 'fix', 'feat']",False,True,"['test', 'refactor', 'build', 'feat']",False,True,"['test', 'refactor', 'build', 'fix']",False,True
337,"['build', 'feat', 'refactor', 'ci', 'test']","['build', 'feat', 'refactor', 'ci', 'test']",True,True,"['build', 'ci', 'feat', 'refactor', 'test']",True,True,"['build', 'fix', 'test', 'ci', 'test']",False,True
338,"['feat', 'refactor', 'test', 'ci', 'build']","['feat', 'fix', 'refactor', 'docs', 'build', 'test', 'ci']",False,True,"['feat', 'refactor', 'test', 'ci', 'build', 'docs']",False,True,"['feat', 'docs', 'fix', 'build', 'ci', 'build']",False,True
339,"['test', 'fix', 'build', 'refactor', 'docs']","['test', 'fix', 'build', 'feat', 'docs']",False,True,"['test', 'refactor', 'build', 'feat', 'docs']",False,True,"['test', 'fix', 'build', 'feat', 'docs']",False,True
340,"['ci', 'feat', 'build', 'fix', 'test']","['ci', 'build', 'refactor', 'test', 'fix']",False,True,"['ci', 'test', 'build', 'feat', 'refactor']",False,True,"['ci', 'refactor', 'build', 'fix', 'test']",False,True
341,"['ci', 'test', 'fix', 'feat', 'build']","['ci', 'test', 'fix', 'feat', 'build']",True,True,"['ci', 'test', 'refactor', 'build']",False,True,"['ci', 'test', 'fix', 'feat', 'build']",True,True
342,"['test', 'build', 'feat', 'fix', 'ci']","['test', 'build', 'ci', 'refactor', 'feat', 'fix']",False,True,"['test', 'ci', 'refactor', 'build']",False,True,"['test', 'build', 'feat', 'fix', 'ci']",True,True
343,"['test', 'build', 'refactor', 'docs', 'feat']","['test', 'build', 'refactor', 'docs', 'feat']",True,True,"['test', 'build', 'docs', 'feat']",False,True,"['test', 'build', 'refactor', 'docs', 'feat']",True,True
344,"['build', 'ci', 'feat', 'docs', 'fix']","['build', 'ci', 'feat', 'docs', 'fix']",True,True,"['build', 'ci', 'refactor', 'test', 'docs']",False,True,"['build', 'ci', 'feat', 'docs', 'refactor']",False,True
345,"['test', 'build', 'refactor', 'fix', 'ci']","['test', 'build', 'refactor', 'feat', 'ci']",False,True,"['feat', 'fix', 'refactor', 'test', 'ci', 'build']",False,True,"['test', 'build', 'refactor', 'feat', 'ci']",False,True
346,"['feat', 'build', 'fix', 'ci', 'test']","['build', 'refactor', 'feat', 'ci', 'test', 'docs']",False,True,"['feat', 'build', 'ci', 'test', 'refactor']",False,True,"['feat', 'build', 'feat', 'ci', 'test']",False,True
347,"['build', 'test', 'refactor', 'feat', 'ci']","['build', 'test', 'feat', 'refactor', 'ci']",True,True,"['build', 'ci', 'docs', 'feat', 'refactor', 'test']",False,True,"['build', 'test', 'fix', 'feat', 'ci']",False,True
348,"['ci', 'refactor', 'docs', 'feat', 'fix']","['ci', 'feat', 'refactor', 'fix']",False,True,"['ci', 'feat', 'docs', 'refactor', 'build']",False,True,"['ci', 'feat', 'docs', 'refactor', 'fix']",True,True
349,"['ci', 'fix', 'feat', 'docs', 'refactor']","['ci', 'docs', 'refactor', 'fix']",False,True,"['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'refactor', 'fix', 'feat', 'fix']",False,True
350,['fix'],['feat'],False,False,"['feat', 'refactor']",False,False,['refactor'],False,False
351,['test'],['test'],True,True,['test'],True,True,['test'],True,True
352,['ci'],['ci'],True,True,['ci'],True,True,['ci'],True,True
353,['ci'],['ci'],True,True,['ci'],True,True,['ci'],True,True
354,['fix'],"['fix', 'refactor']",False,True,['fix'],True,True,['fix'],True,True
