Row_Index,Actual_Types,LLM_Prediction,LLM_Exact_Match,LLM_Any_Match,SLM_Prediction,SLM_Exact_Match,SLM_Any_Match,FineTuned_SLM_Prediction,FineTuned_SLM_Exact_Match,FineTuned_SLM_Any_Match
217,"['ci', 'feat', 'fix', 'test']","['build', 'feat', 'fix', 'test']",False,True,"['feat', 'fix', 'test', 'build']",False,True,"['build', 'feat', 'fix', 'test']",False,True
218,"['build', 'docs', 'feat', 'refactor']","['build', 'docs', 'test', 'feat', 'fix', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'docs', 'feat', 'fix']",False,True
219,"['build', 'feat', 'fix', 'test']","['build', 'feat', 'fix', 'test']",True,True,"['feat', 'fix', 'build', 'test']",True,True,"['build', 'feat', 'fix', 'test']",True,True
220,"['ci', 'fix', 'refactor', 'test']","['ci', 'refactor', 'test']",False,True,"['ci', 'refactor', 'test']",False,True,"['build', 'refactor', 'test']",False,True
221,"['ci', 'docs', 'refactor', 'test']","['ci', 'docs', 'refactor', 'test']",True,True,"['ci', 'docs', 'refactor', 'test']",True,True,"['ci', 'docs', 'refactor', 'test']",True,True
222,"['build', 'docs', 'feat', 'fix']","['build', 'docs', 'test', 'feat', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'docs', 'feat', 'refactor']",False,True
223,"['build', 'docs', 'fix', 'test']","['build', 'docs', 'fix', 'test']",True,True,"['build', 'docs', 'fix', 'test']",True,True,"['build', 'docs', 'fix', 'test']",True,True
224,"['ci', 'feat', 'refactor', 'test']","['ci', 'feat', 'refactor', 'test']",True,True,"['feat', 'refactor', 'ci', 'test']",True,True,"['ci', 'feat', 'refactor', 'test']",True,True
225,"['build', 'docs', 'feat', 'refactor']","['build', 'docs', 'feat', 'refactor', 'fix', 'test']",False,True,"['feat', 'build', 'refactor', 'test']",False,True,"['build', 'docs', 'feat', 'refactor']",True,True
226,"['build', 'ci', 'fix', 'refactor']","['build', 'refactor', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'fix', 'refactor']",True,True
227,"['ci', 'docs', 'fix', 'test']","['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'build', 'refactor']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",False,True
228,"['build', 'docs', 'feat', 'refactor']","['build', 'docs', 'refactor', 'feat']",True,True,"['feat', 'build', 'refactor', 'docs']",True,True,"['build', 'docs', 'feat', 'refactor']",True,True
229,"['ci', 'feat', 'fix', 'test']","['ci', 'docs', 'test', 'feat', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'refactor', 'test']",False,True
230,"['ci', 'feat', 'refactor', 'test']","['ci', 'feat', 'docs', 'refactor', 'test']",False,True,"['feat', 'docs', 'test', 'ci', 'refactor']",False,True,"['ci', 'feat', 'refactor', 'test']",True,True
231,"['build', 'docs', 'fix', 'refactor']","['build', 'docs', 'fix', 'refactor']",True,True,"['build', 'docs', 'fix']",False,True,"['build', 'docs', 'fix', 'refactor']",True,True
232,"['build', 'ci', 'feat', 'test']","['build', 'feat', 'test', 'fix', 'docs']",False,True,"['build', 'ci', 'docs', 'feat', 'fix', 'test']",False,True,"['build', 'ci', 'feat', 'fix']",False,True
233,"['docs', 'feat', 'fix', 'refactor']","['docs', 'ci', 'build', 'refactor', 'fix']",False,True,"['docs', 'ci', 'build', 'refactor', 'fix']",False,True,"['docs', 'feat', 'fix', 'refactor']",True,True
234,"['build', 'ci', 'docs', 'test']","['build', 'ci', 'docs', 'fix', 'refactor']",False,True,"['build', 'ci', 'docs', 'test']",True,True,"['build', 'ci', 'docs', 'fix']",False,True
235,"['build', 'ci', 'fix', 'refactor']","['docs', 'ci', 'refactor']",False,True,"['docs', 'build', 'ci', 'fix', 'refactor']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor']",False,True
236,"['docs', 'feat', 'fix', 'test']","['docs', 'feat', 'test', 'refactor']",False,True,"['docs', 'feat', 'test', 'refactor']",False,True,"['docs', 'feat', 'refactor', 'test']",False,True
237,"['build', 'feat', 'fix', 'test']","['build', 'test', 'feat', 'fix']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'refactor', 'test']",False,True
238,"['ci', 'docs', 'feat', 'refactor']","['ci', 'feat', 'docs', 'fix']",False,True,"['ci', 'feat', 'docs', 'fix']",False,True,"['build', 'feat', 'fix', 'refactor']",False,True
239,"['build', 'ci', 'refactor', 'test']","['build', 'ci', 'refactor', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",False,True
240,"['ci', 'docs', 'fix', 'test']","['ci', 'docs', 'fix', 'test']",True,True,"['ci', 'docs', 'fix', 'test']",True,True,"['ci', 'docs', 'fix', 'test']",True,True
241,"['build', 'feat', 'fix', 'refactor']","['build', 'feat', 'fix']",False,True,"['feat', 'fix', 'build']",False,True,"['build', 'feat', 'fix', 'refactor']",True,True
242,"['ci', 'docs', 'feat', 'fix']","['ci', 'docs', 'test', 'feat', 'fix']",False,True,"['ci', 'build', 'docs', 'test', 'feat']",False,True,"['build', 'docs', 'feat', 'refactor']",False,True
243,"['build', 'docs', 'refactor', 'test']","['build', 'docs', 'feat', 'test']",False,True,"['build', 'docs', 'fix', 'test']",False,True,"['build', 'docs', 'refactor', 'test']",True,True
244,"['build', 'docs', 'fix', 'refactor']","['ci', 'test', 'build', 'refactor', 'fix', 'docs']",False,True,"['ci', 'test', 'build', 'docs', 'fix']",False,True,"['build', 'docs', 'fix', 'refactor', 'test']",False,True
245,"['ci', 'feat', 'refactor', 'test']","['build', 'docs', 'refactor', 'test', 'feat', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'refactor', 'test']",False,True
246,"['build', 'docs', 'feat', 'test']","['build', 'docs', 'feat', 'test', 'fix']",False,True,"['feat', 'fix', 'docs', 'test']",False,True,"['build', 'docs', 'feat', 'test']",True,True
247,"['build', 'ci', 'feat', 'fix']","['build', 'ci', 'feat', 'fix']",True,True,"['feat', 'fix', 'build', 'ci']",True,True,"['build', 'ci', 'feat', 'fix']",True,True
248,"['docs', 'fix', 'refactor', 'test']","['docs', 'refactor', 'test']",False,True,"['docs', 'refactor', 'test']",False,True,"['docs', 'refactor', 'test']",False,True
249,"['ci', 'fix', 'refactor', 'test']","['ci', 'fix', 'refactor', 'test']",True,True,"['ci', 'fix', 'test']",False,True,"['ci', 'fix', 'refactor', 'test']",True,True
250,"['build', 'ci', 'docs', 'feat']","['build', 'ci', 'docs', 'test', 'refactor', 'feat']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat']",True,True
251,"['feat', 'fix', 'refactor', 'test']","['feat', 'fix', 'refactor', 'test']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'fix', 'refactor', 'test']",True,True
252,"['build', 'ci', 'docs', 'feat']","['build', 'ci', 'docs', 'feat']",True,True,"['feat', 'build', 'ci', 'docs']",True,True,"['build', 'ci', 'docs', 'feat']",True,True
253,"['ci', 'docs', 'fix', 'test']","['ci', 'docs', 'test', 'refactor']",False,True,"['ci', 'docs', 'refactor', 'test']",False,True,"['build', 'docs', 'refactor', 'test']",False,True
254,"['build', 'ci', 'feat', 'refactor']","['build', 'refactor', 'feat', 'docs', 'test']",False,True,"['feat', 'build', 'ci', 'test', 'docs', 'refactor']",False,True,"['build', 'ci', 'feat', 'refactor']",True,True
255,"['build', 'docs', 'fix', 'test']","['build', 'docs', 'fix', 'test']",True,True,"['build', 'fix', 'test']",False,True,"['build', 'docs', 'fix', 'test']",True,True
256,"['build', 'docs', 'refactor', 'test']","['build', 'docs', 'feat', 'test']",False,True,"['build', 'docs', 'fix', 'test']",False,True,"['build', 'docs', 'refactor', 'test']",True,True
257,"['ci', 'feat', 'fix', 'refactor']","['ci', 'build', 'test', 'feat', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'test', 'ci', 'build']",False,True,"['ci', 'feat', 'refactor', 'test']",False,True
258,"['ci', 'fix', 'refactor', 'test']","['ci', 'build', 'refactor', 'test']",False,True,"['ci', 'build', 'refactor', 'test']",False,True,"['build', 'refactor', 'test']",False,True
259,"['build', 'docs', 'feat', 'test']","['build', 'feat', 'test', 'refactor']",False,True,"['build', 'fix', 'feat', 'test']",False,True,"['build', 'fix', 'feat', 'test']",False,True
260,"['build', 'ci', 'feat', 'fix']","['build', 'test', 'feat', 'fix']",False,True,"['build', 'test', 'ci', 'feat', 'fix']",False,True,"['build', 'ci', 'feat', 'fix']",True,True
261,"['build', 'docs', 'feat', 'refactor']","['build', 'docs', 'test', 'refactor', 'feat']",False,True,"['build', 'docs', 'test', 'feat', 'refactor']",False,True,"['build', 'docs', 'feat', 'refactor']",True,True
262,"['docs', 'fix', 'refactor', 'test']","['docs', 'fix', 'refactor', 'test']",True,True,"['docs', 'fix', 'refactor', 'test']",True,True,"['docs', 'fix', 'refactor', 'test']",True,True
263,"['build', 'ci', 'feat', 'fix']","['build', 'feat', 'fix', 'test']",False,True,"['feat', 'fix', 'build', 'test']",False,True,"['build', 'ci', 'feat', 'fix']",True,True
264,"['ci', 'docs', 'refactor', 'test']","['ci', 'docs', 'refactor', 'fix']",False,True,"['ci', 'docs', 'refactor', 'build', 'test']",False,True,"['build', 'docs', 'refactor', 'test']",False,True
265,"['build', 'feat', 'fix', 'refactor']","['build', 'test', 'refactor']",False,True,"['feat', 'test', 'build', 'refactor']",False,True,"['build', 'feat', 'refactor']",False,True
266,"['ci', 'docs', 'fix', 'test']","['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'build', 'refactor']",False,True,"['ci', 'docs', 'feat', 'refactor', 'test']",False,True
267,"['ci', 'feat', 'refactor', 'test']","['ci', 'feat', 'docs', 'test', 'refactor']",False,True,"['feat', 'docs', 'test', 'ci', 'fix']",False,True,"['build', 'feat', 'refactor', 'test']",False,True
268,"['build', 'docs', 'refactor', 'test']","['build', 'docs', 'refactor', 'test']",True,True,"['build', 'docs', 'refactor', 'test']",True,True,"['build', 'docs', 'refactor', 'test']",True,True
269,"['ci', 'docs', 'feat', 'fix']","['ci', 'docs', 'feat', 'fix']",True,True,"['ci', 'fix', 'feat']",False,True,"['ci', 'docs', 'feat', 'fix']",True,True
270,"['build', 'ci', 'feat', 'test']","['build', 'ci', 'test', 'feat', 'fix', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'feat', 'fix']",False,True
271,"['build', 'docs', 'fix', 'refactor']","['build', 'docs', 'fix', 'refactor']",True,True,"['build', 'docs', 'refactor']",False,True,"['build', 'docs', 'fix', 'refactor']",True,True
272,"['build', 'feat', 'fix', 'refactor']","['build', 'feat', 'fix', 'refactor']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'fix', 'refactor']",True,True
273,"['ci', 'docs', 'fix', 'test']","['ci', 'docs', 'refactor', 'test']",False,True,"['ci', 'docs', 'refactor', 'test']",False,True,"['ci', 'docs', 'refactor', 'test']",False,True
274,"['ci', 'feat', 'refactor', 'test']","['build', 'feat', 'docs', 'test']",False,True,"['feat', 'ci', 'docs', 'test']",False,True,"['ci', 'feat', 'docs', 'test']",False,True
275,"['build', 'docs', 'feat', 'test']","['build', 'docs', 'feat', 'test']",True,True,"['feat', 'build', 'test']",False,True,"['build', 'docs', 'feat', 'test']",True,True
276,"['build', 'ci', 'fix', 'refactor']","['build', 'ci', 'refactor']",False,True,"['build', 'ci', 'refactor']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor']",False,True
277,"['build', 'docs', 'fix', 'refactor']","['build', 'docs', 'fix', 'feat', 'test']",False,True,"['build', 'docs', 'fix', 'test']",False,True,"['build', 'docs', 'fix', 'refactor']",True,True
278,"['ci', 'docs', 'feat', 'test']","['ci', 'refactor', 'feat', 'test']",False,True,"['feat', 'ci', 'test']",False,True,"['ci', 'docs', 'feat', 'test']",True,True
279,"['build', 'ci', 'feat', 'fix', 'refactor']","['build', 'ci', 'feat', 'fix', 'refactor', 'test']",False,True,"['feat', 'fix', 'refactor', 'build', 'ci']",True,True,"['build', 'ci', 'feat', 'fix', 'refactor']",True,True
280,"['build', 'docs', 'feat', 'fix', 'test']","['build', 'docs', 'feat', 'fix', 'test']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'docs', 'feat', 'fix', 'test']",True,True
281,"['ci', 'docs', 'feat', 'refactor', 'test']","['ci', 'docs', 'feat', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['ci', 'docs', 'feat', 'fix', 'test']",False,True
282,"['build', 'docs', 'fix', 'refactor', 'test']","['build', 'docs', 'refactor', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['feat', 'docs', 'fix', 'refactor', 'test']",False,True
283,"['build', 'ci', 'docs', 'refactor', 'test']","['build', 'ci', 'docs', 'refactor', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",True,True
284,"['ci', 'feat', 'fix', 'refactor', 'test']","['ci', 'refactor', 'docs', 'test', 'feat']",False,True,"['ci', 'feat', 'docs', 'refactor', 'test']",False,True,"['build', 'feat', 'fix', 'refactor', 'test']",False,True
285,"['build', 'ci', 'docs', 'feat', 'fix']","['build', 'ci', 'docs', 'test', 'feat', 'fix']",False,True,"['build', 'ci', 'docs', 'feat', 'test']",False,True,"['build', 'ci', 'docs', 'feat', 'refactor']",False,True
286,"['build', 'ci', 'feat', 'refactor', 'test']","['build', 'ci', 'test', 'fix', 'feat', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'feat', 'refactor', 'test']",True,True
287,"['ci', 'docs', 'feat', 'fix', 'refactor']","['ci', 'docs', 'feat', 'fix', 'refactor']",True,True,"['ci', 'docs', 'feat', 'fix', 'refactor']",True,True,"['ci', 'docs', 'feat', 'fix', 'refactor']",True,True
288,"['build', 'docs', 'feat', 'fix', 'test']","['build', 'docs', 'feat', 'fix', 'test']",True,True,"['feat', 'fix', 'docs', 'test', 'build']",True,True,"['build', 'docs', 'feat', 'fix', 'test']",True,True
289,"['build', 'docs', 'fix', 'refactor', 'test']","['build', 'docs', 'refactor', 'fix']",False,True,"['build', 'docs', 'fix', 'refactor', 'test']",True,True,"['build', 'docs', 'fix', 'refactor', 'test']",True,True
290,"['build', 'ci', 'docs', 'feat', 'refactor']","['build', 'ci', 'docs', 'test', 'refactor', 'feat']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat', 'refactor']",True,True
291,"['ci', 'feat', 'fix', 'refactor', 'test']","['ci', 'feat', 'fix', 'refactor', 'test']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['ci', 'feat', 'fix', 'refactor', 'test']",True,True
292,"['build', 'ci', 'docs', 'fix', 'test']","['build', 'ci', 'docs', 'fix', 'test']",True,True,"['build', 'ci', 'docs', 'fix', 'test']",True,True,"['build', 'ci', 'docs', 'fix', 'test']",True,True
293,"['build', 'ci', 'docs', 'fix', 'test']","['build', 'ci', 'docs', 'fix', 'test']",True,True,"['build', 'ci', 'fix', 'test']",False,True,"['build', 'ci', 'docs', 'fix', 'test']",True,True
294,"['build', 'docs', 'feat', 'fix', 'refactor']","['build', 'docs', 'test', 'feat', 'fix', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'docs', 'feat', 'refactor', 'test']",False,True
295,"['build', 'ci', 'feat', 'refactor', 'test']","['build', 'ci', 'refactor', 'feat', 'test']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'feat', 'refactor', 'test']",True,True
296,"['docs', 'feat', 'fix', 'refactor', 'test']","['docs', 'feat', 'fix', 'refactor', 'test']",True,True,"['feat', 'docs', 'test', 'fix']",False,True,"['docs', 'feat', 'fix', 'refactor', 'test']",True,True
297,"['ci', 'feat', 'fix', 'refactor', 'test']","['ci', 'test', 'docs', 'refactor', 'feat']",False,True,"['ci', 'test', 'feat', 'docs', 'refactor']",False,True,"['ci', 'feat', 'refactor', 'test']",False,True
298,"['build', 'ci', 'docs', 'feat', 'refactor']","['build', 'ci', 'docs', 'refactor', 'feat', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat', 'refactor']",True,True
299,"['build', 'ci', 'docs', 'fix', 'test']","['build', 'ci', 'docs', 'refactor', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",False,True
300,"['build', 'ci', 'docs', 'feat', 'test']","['build', 'ci', 'docs', 'feat', 'test']",True,True,"['build', 'ci', 'docs', 'feat', 'test']",True,True,"['build', 'ci', 'docs', 'feat', 'test']",True,True
301,"['ci', 'docs', 'feat', 'fix', 'refactor']","['ci', 'docs', 'refactor']",False,True,"['ci', 'docs', 'feat', 'refactor']",False,True,"['ci', 'docs', 'feat', 'refactor', 'test']",False,True
302,"['build', 'feat', 'fix', 'refactor', 'test']","['build', 'feat', 'fix', 'test', 'refactor']",True,True,"['feat', 'fix', 'refactor', 'build', 'test']",True,True,"['build', 'feat', 'fix', 'refactor', 'test']",True,True
303,"['ci', 'docs', 'fix', 'refactor', 'test']","['build', 'docs', 'fix', 'test']",False,True,"['ci', 'docs', 'fix', 'test']",False,True,"['ci', 'docs', 'fix', 'refactor', 'test']",True,True
304,"['build', 'ci', 'feat', 'refactor', 'test']","['build', 'ci', 'feat', 'refactor', 'test']",True,True,"['feat', 'build', 'ci', 'refactor', 'test']",True,True,"['build', 'ci', 'feat', 'refactor', 'test']",True,True
305,"['build', 'ci', 'docs', 'feat', 'fix']","['build', 'ci', 'docs', 'feat', 'fix']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat', 'fix']",True,True
306,"['build', 'docs', 'fix', 'refactor', 'test']","['build', 'docs', 'fix', 'refactor', 'test']",True,True,"['build', 'docs', 'fix', 'test']",False,True,"['build', 'docs', 'fix', 'refactor', 'test']",True,True
307,"['ci', 'docs', 'feat', 'fix', 'test']","['build', 'docs', 'feat', 'fix', 'test']",False,True,"['ci', 'docs', 'feat', 'fix', 'test']",True,True,"['ci', 'docs', 'feat', 'fix', 'test']",True,True
308,"['build', 'docs', 'feat', 'fix', 'refactor']","['build', 'docs', 'feat', 'fix', 'test']",False,True,"['feat', 'fix', 'docs', 'build', 'test']",False,True,"['build', 'docs', 'feat', 'fix', 'refactor']",True,True
309,"['build', 'ci', 'feat', 'refactor', 'test']","['build', 'feat', 'test', 'refactor']",False,True,"['feat', 'build', 'test']",False,True,"['build', 'ci', 'feat', 'refactor', 'test']",True,True
310,"['build', 'ci', 'fix', 'refactor', 'test']","['docs', 'ci', 'build', 'refactor', 'fix', 'test']",False,True,"['docs', 'build', 'ci', 'fix', 'test']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor', 'test']",False,True
311,"['build', 'docs', 'feat', 'refactor', 'test']","['build', 'docs', 'feat', 'refactor', 'test']",True,True,"['feat', 'docs', 'test', 'build']",False,True,"['build', 'docs', 'feat', 'refactor', 'test']",True,True
312,"['ci', 'docs', 'feat', 'fix', 'test']","['ci', 'docs', 'refactor', 'fix', 'test']",False,True,"['ci', 'docs', 'refactor', 'fix', 'test']",False,True,"['ci', 'docs', 'feat', 'fix', 'test']",True,True
313,"['build', 'ci', 'docs', 'fix', 'refactor']","['build', 'ci', 'docs', 'refactor', 'fix']",True,True,"['build', 'ci', 'fix', 'refactor']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor']",True,True
314,"['build', 'ci', 'docs', 'fix', 'refactor']","['build', 'ci', 'docs', 'fix', 'refactor', 'test']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor', 'test']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor']",True,True
315,"['build', 'ci', 'feat', 'fix', 'test']","['build', 'ci', 'feat', 'fix', 'test']",True,True,"['feat', 'fix', 'build', 'ci', 'test']",True,True,"['build', 'ci', 'feat', 'fix', 'test']",True,True
316,"['docs', 'feat', 'fix', 'refactor', 'test']","['feat', 'fix', 'refactor', 'test', 'docs']",True,True,"['feat', 'fix', 'refactor', 'test']",False,True,"['docs', 'feat', 'fix', 'refactor', 'test']",True,True
317,"['build', 'ci', 'docs', 'feat', 'refactor']","['build', 'ci', 'docs', 'refactor', 'feat']",True,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat', 'refactor']",True,True
318,"['build', 'feat', 'fix', 'refactor', 'test']","['build', 'feat', 'fix', 'docs', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'fix', 'refactor', 'test']",True,True
319,"['build', 'ci', 'docs', 'feat', 'test']","['build', 'ci', 'docs', 'test', 'feat', 'fix']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat', 'fix']",False,True
320,"['ci', 'docs', 'fix', 'refactor', 'test']","['ci', 'docs', 'refactor', 'fix']",False,True,"['ci', 'docs', 'refactor', 'build', 'test']",False,True,"['ci', 'docs', 'feat', 'refactor', 'test']",False,True
321,"['build', 'docs', 'feat', 'refactor', 'test']","['build', 'docs', 'feat', 'fix', 'test']",False,True,"['build', 'docs', 'feat', 'test']",False,True,"['build', 'docs', 'feat', 'refactor', 'test']",True,True
322,"['ci', 'docs', 'feat', 'fix', 'refactor']","['ci', 'docs', 'feat', 'fix', 'refactor']",True,True,"['ci', 'docs', 'feat', 'fix', 'refactor']",True,True,"['ci', 'docs', 'feat', 'fix', 'refactor']",True,True
323,"['build', 'ci', 'fix', 'refactor', 'test']","['build', 'ci', 'refactor', 'fix']",False,True,"['build', 'ci', 'docs', 'fix', 'refactor', 'test']",False,True,"['build', 'ci', 'docs', 'feat', 'refactor', 'test']",False,True
324,"['build', 'ci', 'docs', 'feat', 'test']","['build', 'ci', 'docs', 'test', 'refactor', 'feat']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat', 'fix']",False,True
325,"['build', 'ci', 'docs', 'fix', 'refactor']","['build', 'ci', 'docs', 'fix', 'refactor']",True,True,"['build', 'ci', 'docs', 'fix', 'refactor']",True,True,"['build', 'ci', 'docs', 'fix', 'refactor']",True,True
326,"['build', 'feat', 'fix', 'refactor', 'test']","['build', 'docs', 'test', 'feat', 'fix', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'feat', 'fix', 'refactor', 'test']",True,True
327,"['ci', 'docs', 'feat', 'fix', 'test']","['ci', 'docs', 'refactor', 'feat', 'test']",False,True,"['ci', 'docs', 'refactor', 'feat', 'build', 'test']",False,True,"['ci', 'docs', 'feat', 'refactor', 'test']",False,True
328,"['build', 'ci', 'feat', 'refactor', 'test']","['build', 'ci', 'feat', 'refactor', 'test']",True,True,"['feat', 'refactor', 'build', 'ci', 'test']",True,True,"['build', 'ci', 'feat', 'refactor', 'test']",True,True
329,"['build', 'ci', 'docs', 'feat', 'fix']","['build', 'ci', 'refactor', 'feat']",False,True,"['feat', 'fix', 'build', 'ci', 'docs']",True,True,"['build', 'ci', 'docs', 'feat', 'fix']",True,True
330,"['ci', 'docs', 'fix', 'refactor', 'test']","['ci', 'docs', 'refactor', 'test']",False,True,"['ci', 'docs', 'refactor', 'test']",False,True,"['ci', 'docs', 'refactor', 'test']",False,True
331,"['docs', 'feat', 'fix', 'refactor', 'test']","['docs', 'feat', 'fix', 'refactor', 'test']",True,True,"['docs', 'feat', 'fix', 'refactor', 'test']",True,True,"['docs', 'feat', 'fix', 'refactor', 'test']",True,True
332,"['build', 'ci', 'feat', 'fix', 'refactor']","['build', 'feat', 'fix', 'test', 'refactor']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'feat', 'fix', 'refactor']",True,True
333,"['build', 'docs', 'feat', 'fix', 'test']","['build', 'docs', 'feat', 'fix', 'test']",True,True,"['build', 'docs', 'feat', 'fix', 'test']",True,True,"['build', 'docs', 'feat', 'fix', 'test']",True,True
334,"['build', 'ci', 'docs', 'refactor', 'test']","['build', 'ci', 'docs', 'refactor', 'test']",True,True,"['build', 'ci', 'docs', 'refactor', 'test']",True,True,"['build', 'ci', 'docs', 'refactor', 'test']",True,True
335,"['build', 'ci', 'docs', 'refactor', 'test']","['build', 'ci', 'docs', 'refactor', 'fix']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",True,True,"['build', 'ci', 'docs', 'refactor', 'test']",True,True
336,"['ci', 'docs', 'feat', 'fix', 'refactor']","['ci', 'docs', 'feat', 'fix', 'refactor']",True,True,"['feat', 'fix', 'refactor', 'docs', 'ci']",True,True,"['ci', 'docs', 'feat', 'fix', 'refactor']",True,True
337,"['build', 'ci', 'feat', 'fix', 'test']","['build', 'refactor', 'feat', 'test', 'docs', 'fix']",False,True,"['feat', 'fix', 'build', 'test']",False,True,"['build', 'ci', 'feat', 'fix', 'test']",True,True
338,"['build', 'ci', 'docs', 'refactor', 'test']","['build', 'ci', 'refactor', 'test']",False,True,"['build', 'ci', 'refactor', 'test']",False,True,"['build', 'ci', 'docs', 'refactor', 'test']",True,True
339,"['docs', 'feat', 'fix', 'refactor', 'test']","['docs', 'feat', 'fix', 'test']",False,True,"['docs', 'feat', 'fix', 'test']",False,True,"['docs', 'feat', 'fix', 'refactor', 'test']",True,True
340,"['build', 'ci', 'docs', 'feat', 'fix']","['build', 'ci', 'docs', 'feat', 'fix']",True,True,"['feat', 'fix', 'build', 'ci', 'docs']",True,True,"['build', 'ci', 'docs', 'feat', 'fix']",True,True
341,"['docs', 'feat', 'fix', 'refactor', 'test']","['docs', 'feat', 'test', 'refactor']",False,True,"['docs', 'feat', 'refactor', 'test']",False,True,"['docs', 'feat', 'refactor', 'test']",False,True
342,"['build', 'ci', 'fix', 'refactor', 'test']","['build', 'refactor', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'fix', 'refactor', 'test']",True,True
343,"['build', 'ci', 'docs', 'feat', 'refactor']","['build', 'ci', 'docs', 'test', 'refactor', 'feat']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'docs', 'feat', 'refactor']",True,True
344,"['build', 'ci', 'feat', 'fix', 'test']","['build', 'refactor', 'feat', 'fix', 'test']",False,True,"['feat', 'fix', 'refactor', 'docs', 'test', 'ci', 'build']",False,True,"['build', 'ci', 'feat', 'fix', 'test']",True,True
